event_id,is_anomalous,anomaly_type,severity,generation_reason
EVT_004481,False,NORMAL,none,Standard event within normal baseline
EVT_004482,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_004483,False,NORMAL,none,Standard event within normal baseline
EVT_004484,False,NORMAL,none,Standard event within normal baseline
EVT_004485,False,NORMAL,none,Standard event within normal baseline
EVT_004486,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_004487,False,NORMAL,none,Standard event within normal baseline
EVT_004488,False,NORMAL,none,Standard event within normal baseline
EVT_004489,False,NORMAL,none,Standard event within normal baseline
EVT_004490,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004491,False,NORMAL,none,Standard event within normal baseline
EVT_004492,False,NORMAL,none,Standard event within normal baseline
EVT_004493,False,NORMAL,none,Standard event within normal baseline
EVT_004494,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004495,False,NORMAL,none,Standard event within normal baseline
EVT_004496,False,NORMAL,none,Standard event within normal baseline
EVT_004497,False,NORMAL,none,Standard event within normal baseline
EVT_004498,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004499,False,NORMAL,none,Standard event within normal baseline
EVT_004500,False,NORMAL,none,Standard event within normal baseline
EVT_004501,False,NORMAL,none,Standard event within normal baseline
EVT_004502,False,NORMAL,none,Standard event within normal baseline
EVT_004503,False,NORMAL,none,Standard event within normal baseline
EVT_004504,False,NORMAL,none,Standard event within normal baseline
EVT_004505,False,NORMAL,none,Standard event within normal baseline
EVT_004506,False,NORMAL,none,Standard event within normal baseline
EVT_004507,False,NORMAL,none,Standard event within normal baseline
EVT_004508,False,NORMAL,none,Standard event within normal baseline
EVT_004509,False,NORMAL,none,Standard event within normal baseline
EVT_004510,False,NORMAL,none,Standard event within normal baseline
EVT_004511,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004512,False,NORMAL,none,Standard event within normal baseline
EVT_004513,False,NORMAL,none,Standard event within normal baseline
EVT_004514,False,NORMAL,none,Standard event within normal baseline
EVT_004515,False,NORMAL,none,Standard event within normal baseline
EVT_004516,False,NORMAL,none,Standard event within normal baseline
EVT_004517,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004518,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004519,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004520,False,NORMAL,none,Standard event within normal baseline
EVT_004521,False,NORMAL,none,Standard event within normal baseline
EVT_004522,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004523,False,NORMAL,none,Standard event within normal baseline
EVT_004524,False,NORMAL,none,Standard event within normal baseline
EVT_004525,False,NORMAL,none,Standard event within normal baseline
EVT_004526,False,NORMAL,none,Standard event within normal baseline
EVT_004527,False,NORMAL,none,Standard event within normal baseline
EVT_004528,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004529,False,NORMAL,none,Standard event within normal baseline
EVT_004530,False,NORMAL,none,Standard event within normal baseline
EVT_004531,False,NORMAL,none,Standard event within normal baseline
EVT_004532,False,NORMAL,none,Standard event within normal baseline
EVT_004533,False,NORMAL,none,Standard event within normal baseline
EVT_004534,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_004535,False,NORMAL,none,Standard event within normal baseline
EVT_004536,False,NORMAL,none,Standard event within normal baseline
EVT_004537,False,NORMAL,none,Standard event within normal baseline
EVT_004538,False,NORMAL,none,Standard event within normal baseline
EVT_004539,False,NORMAL,none,Standard event within normal baseline
EVT_004540,False,NORMAL,none,Standard event within normal baseline
EVT_004541,False,NORMAL,none,Standard event within normal baseline
EVT_004542,False,NORMAL,none,Standard event within normal baseline
EVT_004543,False,NORMAL,none,Standard event within normal baseline
EVT_004544,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_004545,False,NORMAL,none,Standard event within normal baseline
EVT_004546,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_004547,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004548,False,NORMAL,none,Standard event within normal baseline
EVT_004549,False,NORMAL,none,Standard event within normal baseline
EVT_004550,False,NORMAL,none,Standard event within normal baseline
EVT_004551,False,NORMAL,none,Standard event within normal baseline
EVT_004552,False,NORMAL,none,Standard event within normal baseline
EVT_004553,False,NORMAL,none,Standard event within normal baseline
EVT_004554,False,NORMAL,none,Standard event within normal baseline
EVT_004555,False,NORMAL,none,Standard event within normal baseline
EVT_004556,False,NORMAL,none,Standard event within normal baseline
EVT_004557,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_004558,False,NORMAL,none,Standard event within normal baseline
EVT_004559,False,NORMAL,none,Standard event within normal baseline
EVT_004560,False,NORMAL,none,Standard event within normal baseline
EVT_004561,False,NORMAL,none,Standard event within normal baseline
EVT_004562,False,NORMAL,none,Standard event within normal baseline
EVT_004563,False,NORMAL,none,Standard event within normal baseline
EVT_004564,False,NORMAL,none,Standard event within normal baseline
EVT_004565,False,NORMAL,none,Standard event within normal baseline
EVT_004566,False,NORMAL,none,Standard event within normal baseline
EVT_004567,False,NORMAL,none,Standard event within normal baseline
EVT_004568,False,NORMAL,none,Standard event within normal baseline
EVT_004569,False,NORMAL,none,Standard event within normal baseline
EVT_004570,False,NORMAL,none,Standard event within normal baseline
EVT_004571,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004572,False,NORMAL,none,Standard event within normal baseline
EVT_004573,False,NORMAL,none,Standard event within normal baseline
EVT_004574,False,NORMAL,none,Standard event within normal baseline
EVT_004575,False,NORMAL,none,Standard event within normal baseline
EVT_004576,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_004577,False,NORMAL,none,Standard event within normal baseline
EVT_004578,False,NORMAL,none,Standard event within normal baseline
EVT_004579,False,NORMAL,none,Standard event within normal baseline
EVT_004580,False,NORMAL,none,Standard event within normal baseline
EVT_004581,False,NORMAL,none,Standard event within normal baseline
EVT_004582,False,NORMAL,none,Standard event within normal baseline
EVT_004583,False,NORMAL,none,Standard event within normal baseline
EVT_004584,False,NORMAL,none,Standard event within normal baseline
EVT_004585,False,NORMAL,none,Standard event within normal baseline
EVT_004586,False,NORMAL,none,Standard event within normal baseline
EVT_004587,False,NORMAL,none,Standard event within normal baseline
EVT_004588,False,NORMAL,none,Standard event within normal baseline
EVT_004589,False,NORMAL,none,Standard event within normal baseline
EVT_004590,False,NORMAL,none,Standard event within normal baseline
EVT_004591,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_004592,False,NORMAL,none,Standard event within normal baseline
EVT_004593,False,NORMAL,none,Standard event within normal baseline
EVT_004594,False,NORMAL,none,Standard event within normal baseline
EVT_004595,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004596,False,NORMAL,none,Standard event within normal baseline
EVT_004597,False,NORMAL,none,Standard event within normal baseline
EVT_004598,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004599,False,NORMAL,none,Standard event within normal baseline
EVT_004600,False,NORMAL,none,Standard event within normal baseline
EVT_004601,False,NORMAL,none,Standard event within normal baseline
EVT_004602,False,NORMAL,none,Standard event within normal baseline
EVT_004603,False,NORMAL,none,Standard event within normal baseline
EVT_004604,False,NORMAL,none,Standard event within normal baseline
EVT_004605,False,NORMAL,none,Standard event within normal baseline
EVT_004606,False,NORMAL,none,Standard event within normal baseline
EVT_004607,False,NORMAL,none,Standard event within normal baseline
EVT_004608,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004609,False,NORMAL,none,Standard event within normal baseline
EVT_004610,False,NORMAL,none,Standard event within normal baseline
EVT_004611,False,NORMAL,none,Standard event within normal baseline
EVT_004612,False,NORMAL,none,Standard event within normal baseline
EVT_004613,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_004614,False,NORMAL,none,Standard event within normal baseline
EVT_004615,False,NORMAL,none,Standard event within normal baseline
EVT_004616,False,NORMAL,none,Standard event within normal baseline
EVT_004617,False,NORMAL,none,Standard event within normal baseline
EVT_004618,False,NORMAL,none,Standard event within normal baseline
EVT_004619,False,NORMAL,none,Standard event within normal baseline
EVT_004620,False,NORMAL,none,Standard event within normal baseline
EVT_004621,False,NORMAL,none,Standard event within normal baseline
EVT_004622,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_004623,False,NORMAL,none,Standard event within normal baseline
EVT_004624,False,NORMAL,none,Standard event within normal baseline
EVT_004625,False,NORMAL,none,Standard event within normal baseline
EVT_004626,False,NORMAL,none,Standard event within normal baseline
EVT_004627,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004628,False,NORMAL,none,Standard event within normal baseline
EVT_004629,False,NORMAL,none,Standard event within normal baseline
EVT_004630,False,NORMAL,none,Standard event within normal baseline
EVT_004631,False,NORMAL,none,Standard event within normal baseline
EVT_004632,False,NORMAL,none,Standard event within normal baseline
EVT_004633,False,NORMAL,none,Standard event within normal baseline
EVT_004634,False,NORMAL,none,Standard event within normal baseline
EVT_004635,False,NORMAL,none,Standard event within normal baseline
EVT_004636,False,NORMAL,none,Standard event within normal baseline
EVT_004637,False,NORMAL,none,Standard event within normal baseline
EVT_004638,False,NORMAL,none,Standard event within normal baseline
EVT_004639,False,NORMAL,none,Standard event within normal baseline
EVT_004640,False,NORMAL,none,Standard event within normal baseline
EVT_004641,False,NORMAL,none,Standard event within normal baseline
EVT_004642,False,NORMAL,none,Standard event within normal baseline
EVT_004643,False,NORMAL,none,Standard event within normal baseline
EVT_004644,False,NORMAL,none,Standard event within normal baseline
EVT_004645,False,NORMAL,none,Standard event within normal baseline
EVT_004646,False,NORMAL,none,Standard event within normal baseline
EVT_004647,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_004648,False,NORMAL,none,Standard event within normal baseline
EVT_004649,False,NORMAL,none,Standard event within normal baseline
EVT_004650,False,NORMAL,none,Standard event within normal baseline
EVT_004651,False,NORMAL,none,Standard event within normal baseline
EVT_004652,False,NORMAL,none,Standard event within normal baseline
EVT_004653,False,NORMAL,none,Standard event within normal baseline
EVT_004654,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_004655,False,NORMAL,none,Standard event within normal baseline
EVT_004656,False,NORMAL,none,Standard event within normal baseline
EVT_004657,False,NORMAL,none,Standard event within normal baseline
EVT_004658,False,NORMAL,none,Standard event within normal baseline
EVT_004659,False,NORMAL,none,Standard event within normal baseline
EVT_004660,False,NORMAL,none,Standard event within normal baseline
EVT_004661,False,NORMAL,none,Standard event within normal baseline
EVT_004662,False,NORMAL,none,Standard event within normal baseline
EVT_004663,False,NORMAL,none,Standard event within normal baseline
EVT_004664,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_004665,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004666,False,NORMAL,none,Standard event within normal baseline
EVT_004667,False,NORMAL,none,Standard event within normal baseline
EVT_004668,False,NORMAL,none,Standard event within normal baseline
EVT_004669,False,NORMAL,none,Standard event within normal baseline
EVT_004670,False,NORMAL,none,Standard event within normal baseline
EVT_004671,False,NORMAL,none,Standard event within normal baseline
EVT_004672,False,NORMAL,none,Standard event within normal baseline
EVT_004673,False,NORMAL,none,Standard event within normal baseline
EVT_004674,False,NORMAL,none,Standard event within normal baseline
EVT_004675,False,NORMAL,none,Standard event within normal baseline
EVT_004676,False,NORMAL,none,Standard event within normal baseline
EVT_004677,False,NORMAL,none,Standard event within normal baseline
EVT_004678,False,NORMAL,none,Standard event within normal baseline
EVT_004679,False,NORMAL,none,Standard event within normal baseline
EVT_004680,False,NORMAL,none,Standard event within normal baseline
EVT_004681,False,NORMAL,none,Standard event within normal baseline
EVT_004682,False,NORMAL,none,Standard event within normal baseline
EVT_004683,False,NORMAL,none,Standard event within normal baseline
EVT_004684,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_004685,False,NORMAL,none,Standard event within normal baseline
EVT_004686,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004687,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004688,False,NORMAL,none,Standard event within normal baseline
EVT_004689,False,NORMAL,none,Standard event within normal baseline
EVT_004690,False,NORMAL,none,Standard event within normal baseline
EVT_004691,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004692,False,NORMAL,none,Standard event within normal baseline
EVT_004693,False,NORMAL,none,Standard event within normal baseline
EVT_004694,False,NORMAL,none,Standard event within normal baseline
EVT_004695,False,NORMAL,none,Standard event within normal baseline
EVT_004696,False,NORMAL,none,Standard event within normal baseline
EVT_004697,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004698,False,NORMAL,none,Standard event within normal baseline
EVT_004699,False,NORMAL,none,Standard event within normal baseline
EVT_004700,False,NORMAL,none,Standard event within normal baseline
EVT_004701,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004702,False,NORMAL,none,Standard event within normal baseline
EVT_004703,False,NORMAL,none,Standard event within normal baseline
EVT_004704,False,NORMAL,none,Standard event within normal baseline
EVT_004705,False,NORMAL,none,Standard event within normal baseline
EVT_004706,False,NORMAL,none,Standard event within normal baseline
EVT_004707,False,NORMAL,none,Standard event within normal baseline
EVT_004708,False,NORMAL,none,Standard event within normal baseline
EVT_004709,False,NORMAL,none,Standard event within normal baseline
EVT_004710,False,NORMAL,none,Standard event within normal baseline
EVT_004711,False,NORMAL,none,Standard event within normal baseline
EVT_004712,False,NORMAL,none,Standard event within normal baseline
EVT_004713,False,NORMAL,none,Standard event within normal baseline
EVT_004714,False,NORMAL,none,Standard event within normal baseline
EVT_004715,False,NORMAL,none,Standard event within normal baseline
EVT_004716,False,NORMAL,none,Standard event within normal baseline
EVT_004717,False,NORMAL,none,Standard event within normal baseline
EVT_004718,False,NORMAL,none,Standard event within normal baseline
EVT_004719,False,NORMAL,none,Standard event within normal baseline
EVT_004720,False,NORMAL,none,Standard event within normal baseline
EVT_004721,False,NORMAL,none,Standard event within normal baseline
EVT_004722,False,NORMAL,none,Standard event within normal baseline
EVT_004723,False,NORMAL,none,Standard event within normal baseline
EVT_004724,False,NORMAL,none,Standard event within normal baseline
EVT_004725,False,NORMAL,none,Standard event within normal baseline
EVT_004726,False,NORMAL,none,Standard event within normal baseline
EVT_004727,False,NORMAL,none,Standard event within normal baseline
EVT_004728,False,NORMAL,none,Standard event within normal baseline
EVT_004729,False,NORMAL,none,Standard event within normal baseline
EVT_004730,False,NORMAL,none,Standard event within normal baseline
EVT_004731,False,NORMAL,none,Standard event within normal baseline
EVT_004732,False,NORMAL,none,Standard event within normal baseline
EVT_004733,False,NORMAL,none,Standard event within normal baseline
EVT_004734,False,NORMAL,none,Standard event within normal baseline
EVT_004735,False,NORMAL,none,Standard event within normal baseline
EVT_004736,False,NORMAL,none,Standard event within normal baseline
EVT_004737,False,NORMAL,none,Standard event within normal baseline
EVT_004738,False,NORMAL,none,Standard event within normal baseline
EVT_004739,False,NORMAL,none,Standard event within normal baseline
EVT_004740,False,NORMAL,none,Standard event within normal baseline
EVT_004741,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004742,False,NORMAL,none,Standard event within normal baseline
EVT_004743,False,NORMAL,none,Standard event within normal baseline
EVT_004744,False,NORMAL,none,Standard event within normal baseline
EVT_004745,False,NORMAL,none,Standard event within normal baseline
EVT_004746,False,NORMAL,none,Standard event within normal baseline
EVT_004747,False,NORMAL,none,Standard event within normal baseline
EVT_004748,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004749,False,NORMAL,none,Standard event within normal baseline
EVT_004750,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_004751,False,NORMAL,none,Standard event within normal baseline
EVT_004752,False,NORMAL,none,Standard event within normal baseline
EVT_004753,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004754,False,NORMAL,none,Standard event within normal baseline
EVT_004755,False,NORMAL,none,Standard event within normal baseline
EVT_004756,False,NORMAL,none,Standard event within normal baseline
EVT_004757,False,NORMAL,none,Standard event within normal baseline
EVT_004758,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004759,False,NORMAL,none,Standard event within normal baseline
EVT_004760,False,NORMAL,none,Standard event within normal baseline
EVT_004761,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004762,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004763,False,NORMAL,none,Standard event within normal baseline
EVT_004764,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_004765,False,NORMAL,none,Standard event within normal baseline
EVT_004766,False,NORMAL,none,Standard event within normal baseline
EVT_004767,False,NORMAL,none,Standard event within normal baseline
EVT_004768,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_004769,False,NORMAL,none,Standard event within normal baseline
EVT_004770,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004771,False,NORMAL,none,Standard event within normal baseline
EVT_004772,False,NORMAL,none,Standard event within normal baseline
EVT_004773,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004774,False,NORMAL,none,Standard event within normal baseline
EVT_004775,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004776,False,NORMAL,none,Standard event within normal baseline
EVT_004777,False,NORMAL,none,Standard event within normal baseline
EVT_004778,False,NORMAL,none,Standard event within normal baseline
EVT_004779,False,NORMAL,none,Standard event within normal baseline
EVT_004780,False,NORMAL,none,Standard event within normal baseline
EVT_004781,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004782,False,NORMAL,none,Standard event within normal baseline
EVT_004783,False,NORMAL,none,Standard event within normal baseline
EVT_004784,False,NORMAL,none,Standard event within normal baseline
EVT_004785,False,NORMAL,none,Standard event within normal baseline
EVT_004786,False,NORMAL,none,Standard event within normal baseline
EVT_004787,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_004788,False,NORMAL,none,Standard event within normal baseline
EVT_004789,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004790,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_004791,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004792,False,NORMAL,none,Standard event within normal baseline
EVT_004793,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_004794,False,NORMAL,none,Standard event within normal baseline
EVT_004795,False,NORMAL,none,Standard event within normal baseline
EVT_004796,False,NORMAL,none,Standard event within normal baseline
EVT_004797,False,NORMAL,none,Standard event within normal baseline
EVT_004798,False,NORMAL,none,Standard event within normal baseline
EVT_004799,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_004800,False,NORMAL,none,Standard event within normal baseline
EVT_004801,False,NORMAL,none,Standard event within normal baseline
EVT_004802,False,NORMAL,none,Standard event within normal baseline
EVT_004803,False,NORMAL,none,Standard event within normal baseline
EVT_004804,False,NORMAL,none,Standard event within normal baseline
EVT_004805,False,NORMAL,none,Standard event within normal baseline
EVT_004806,False,NORMAL,none,Standard event within normal baseline
EVT_004807,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_004808,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004809,False,NORMAL,none,Standard event within normal baseline
EVT_004810,False,NORMAL,none,Standard event within normal baseline
EVT_004811,False,NORMAL,none,Standard event within normal baseline
EVT_004812,False,NORMAL,none,Standard event within normal baseline
EVT_004813,False,NORMAL,none,Standard event within normal baseline
EVT_004814,False,NORMAL,none,Standard event within normal baseline
EVT_004815,False,NORMAL,none,Standard event within normal baseline
EVT_004816,False,NORMAL,none,Standard event within normal baseline
EVT_004817,False,NORMAL,none,Standard event within normal baseline
EVT_004818,False,NORMAL,none,Standard event within normal baseline
EVT_004819,False,NORMAL,none,Standard event within normal baseline
EVT_004820,False,NORMAL,none,Standard event within normal baseline
EVT_004821,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004822,False,NORMAL,none,Standard event within normal baseline
EVT_004823,False,NORMAL,none,Standard event within normal baseline
EVT_004824,False,NORMAL,none,Standard event within normal baseline
EVT_004825,False,NORMAL,none,Standard event within normal baseline
EVT_004826,False,NORMAL,none,Standard event within normal baseline
EVT_004827,False,NORMAL,none,Standard event within normal baseline
EVT_004828,False,NORMAL,none,Standard event within normal baseline
EVT_004829,False,NORMAL,none,Standard event within normal baseline
EVT_004830,False,NORMAL,none,Standard event within normal baseline
EVT_004831,False,NORMAL,none,Standard event within normal baseline
EVT_004832,False,NORMAL,none,Standard event within normal baseline
EVT_004833,False,NORMAL,none,Standard event within normal baseline
EVT_004834,False,NORMAL,none,Standard event within normal baseline
EVT_004835,False,NORMAL,none,Standard event within normal baseline
EVT_004836,False,NORMAL,none,Standard event within normal baseline
EVT_004837,False,NORMAL,none,Standard event within normal baseline
EVT_004838,False,NORMAL,none,Standard event within normal baseline
EVT_004839,False,NORMAL,none,Standard event within normal baseline
EVT_004840,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_004841,False,NORMAL,none,Standard event within normal baseline
EVT_004842,False,NORMAL,none,Standard event within normal baseline
EVT_004843,False,NORMAL,none,Standard event within normal baseline
EVT_004844,False,NORMAL,none,Standard event within normal baseline
EVT_004845,False,NORMAL,none,Standard event within normal baseline
EVT_004846,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004847,False,NORMAL,none,Standard event within normal baseline
EVT_004848,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_004849,False,NORMAL,none,Standard event within normal baseline
EVT_004850,False,NORMAL,none,Standard event within normal baseline
EVT_004851,False,NORMAL,none,Standard event within normal baseline
EVT_004852,False,NORMAL,none,Standard event within normal baseline
EVT_004853,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_004854,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_004855,False,NORMAL,none,Standard event within normal baseline
EVT_004856,False,NORMAL,none,Standard event within normal baseline
EVT_004857,False,NORMAL,none,Standard event within normal baseline
EVT_004858,False,NORMAL,none,Standard event within normal baseline
EVT_004859,False,NORMAL,none,Standard event within normal baseline
EVT_004860,False,NORMAL,none,Standard event within normal baseline
EVT_004861,False,NORMAL,none,Standard event within normal baseline
EVT_004862,False,NORMAL,none,Standard event within normal baseline
EVT_004863,False,NORMAL,none,Standard event within normal baseline
EVT_004864,False,NORMAL,none,Standard event within normal baseline
EVT_004865,False,NORMAL,none,Standard event within normal baseline
EVT_004866,False,NORMAL,none,Standard event within normal baseline
EVT_004867,False,NORMAL,none,Standard event within normal baseline
EVT_004868,False,NORMAL,none,Standard event within normal baseline
EVT_004869,False,NORMAL,none,Standard event within normal baseline
EVT_004870,False,NORMAL,none,Standard event within normal baseline
EVT_004871,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_004872,False,NORMAL,none,Standard event within normal baseline
EVT_004873,False,NORMAL,none,Standard event within normal baseline
EVT_004874,False,NORMAL,none,Standard event within normal baseline
EVT_004875,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_004876,False,NORMAL,none,Standard event within normal baseline
EVT_004877,False,NORMAL,none,Standard event within normal baseline
EVT_004878,False,NORMAL,none,Standard event within normal baseline
EVT_004879,False,NORMAL,none,Standard event within normal baseline
EVT_004880,False,NORMAL,none,Standard event within normal baseline
EVT_004881,False,NORMAL,none,Standard event within normal baseline
EVT_004882,False,NORMAL,none,Standard event within normal baseline
EVT_004883,False,NORMAL,none,Standard event within normal baseline
EVT_004884,False,NORMAL,none,Standard event within normal baseline
EVT_004885,False,NORMAL,none,Standard event within normal baseline
EVT_004886,False,NORMAL,none,Standard event within normal baseline
EVT_004887,False,NORMAL,none,Standard event within normal baseline
EVT_004888,False,NORMAL,none,Standard event within normal baseline
EVT_004889,False,NORMAL,none,Standard event within normal baseline
EVT_004890,False,NORMAL,none,Standard event within normal baseline
EVT_004891,False,NORMAL,none,Standard event within normal baseline
EVT_004892,False,NORMAL,none,Standard event within normal baseline
EVT_004893,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_004894,False,NORMAL,none,Standard event within normal baseline
EVT_004895,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004896,False,NORMAL,none,Standard event within normal baseline
EVT_004897,False,NORMAL,none,Standard event within normal baseline
EVT_004898,False,NORMAL,none,Standard event within normal baseline
EVT_004899,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_004900,False,NORMAL,none,Standard event within normal baseline
EVT_004901,False,NORMAL,none,Standard event within normal baseline
EVT_004902,False,NORMAL,none,Standard event within normal baseline
EVT_004903,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_004904,False,NORMAL,none,Standard event within normal baseline
EVT_004905,False,NORMAL,none,Standard event within normal baseline
EVT_004906,False,NORMAL,none,Standard event within normal baseline
EVT_004907,False,NORMAL,none,Standard event within normal baseline
EVT_004908,False,NORMAL,none,Standard event within normal baseline
EVT_004909,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004910,False,NORMAL,none,Standard event within normal baseline
EVT_004911,False,NORMAL,none,Standard event within normal baseline
EVT_004912,False,NORMAL,none,Standard event within normal baseline
EVT_004913,False,NORMAL,none,Standard event within normal baseline
EVT_004914,False,NORMAL,none,Standard event within normal baseline
EVT_004915,False,NORMAL,none,Standard event within normal baseline
EVT_004916,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004917,False,NORMAL,none,Standard event within normal baseline
EVT_004918,False,NORMAL,none,Standard event within normal baseline
EVT_004919,False,NORMAL,none,Standard event within normal baseline
EVT_004920,False,NORMAL,none,Standard event within normal baseline
EVT_004921,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004922,False,NORMAL,none,Standard event within normal baseline
EVT_004923,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004924,False,NORMAL,none,Standard event within normal baseline
EVT_004925,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004926,False,NORMAL,none,Standard event within normal baseline
EVT_004927,False,NORMAL,none,Standard event within normal baseline
EVT_004928,False,NORMAL,none,Standard event within normal baseline
EVT_004929,False,NORMAL,none,Standard event within normal baseline
EVT_004930,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_004931,False,NORMAL,none,Standard event within normal baseline
EVT_004932,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004933,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_004934,False,NORMAL,none,Standard event within normal baseline
EVT_004935,False,NORMAL,none,Standard event within normal baseline
EVT_004936,False,NORMAL,none,Standard event within normal baseline
EVT_004937,False,NORMAL,none,Standard event within normal baseline
EVT_004938,False,NORMAL,none,Standard event within normal baseline
EVT_004939,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_004940,False,NORMAL,none,Standard event within normal baseline
EVT_004941,False,NORMAL,none,Standard event within normal baseline
